label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14
0.9911347517730497,0.6167965740033717,0.19892883067971998,0.004200623873072271,0.0475302439274341,0.0,0.009221842438943712,0.05375974564266152,0.005124806042236416,0.9225316540807459,0.9179408589402102,0.0019176666832644526,0.0,0.06824208615192595
0.007407407407407408,0.032241864202490964,0.04300244431230463,0.005503327240906851,0.028721343385328037,0.0,0.006207028265851795,0.05558211809705953,0.0011209705936646131,0.9156174997122536,0.8781461133342143,0.0027342031551924805,0.004537205081669692,0.02969367476158598
0.42891566265060244,0.6112262119751678,0.4025290518173062,0.0030503019365654125,0.02535508069450323,0.0,0.04704976346767391,0.21380597014925373,0.004908384860831618,0.687729227841398,0.6563574449803908,0.004688472774292419,0.0011682242990654205,0.27055405519179065
0.20097143716821766,0.13981352328589033,0.23202865959685084,0.003048881438805465,0.025595263560444993,0.0,0.05115686263227247,0.26032102349446395,0.0026266134734862613,0.9084207294986404,0.7777867669338409,0.01949947363384056,0.008296603577910292,0.20127456152279918
0.9782037172902911,0.6349031580001001,0.46530666021479977,0.0001970991341082853,0.01212497733985628,0.0,0.10581023454157781,0.18915312884874788,0.0030804244811300802,0.6459841078021207,0.5435735760198075,0.0004139072847682119,0.0,0.005512508608194636
0.06431840470742073,0.08385386635915178,0.05254921448958689,0.00042828621163080045,0.04844430790795136,0.0,0.004609514260249555,0.06255961154946674,0.001030746624242064,0.9389470877403,0.9031063198053879,0.0028293662219662794,0.0,0.004664186497690862
0.540079365079365,0.5007847924659924,0.22512125834450025,0.0021158818649592093,0.004895305657498537,0.0,0.03235701193281712,0.34114490161001787,0.0024891110419770148,0.8827316057753589,0.8682779857431182,0.021955401086981876,0.00425464405215184,0.17254192521914127
0.9782037172902911,0.6461295418641391,0.34621552550009094,0.0012748266176897617,0.01107146597521648,0.0,0.0566571224051539,0.28478682170542635,0.017149914467058262,0.9223595614066709,0.8237760580465829,0.0019176666832644526,0.0030864197530864196,0.5200829855540864
0.6180012271820832,0.39974937343358397,0.4564140841770954,0.0010322195368014035,0.010882392733913828,0.47744360902255634,0.22015977443609025,0.34114490161001787,0.004509598699015912,0.783634602079894,0.5373010553574185,0.005153394434992591,0.001358695652173913,0.6175944339873382
0.5222426049071314,0.6112262119751678,0.24281863973330411,0.001170123376711338,0.0267598267561231,0.0,0.005025125628140704,0.34045584045584043,0.002571034641542118,0.900245940828709,0.917933142121582,0.01894561986361252,0.0037593984962406013,0.31418872948748705
